Chain,Token ID,image URL,Profile,Speed,Stamina,Defence,Special Move,Punch,Kick,Total,Skin,Eye Brow,Eye Lense,Eye Shapes,Hair,Lips,Gloves,Pants,Full Costumes,Shoes,Eyelid,Chest Tattoo,Arm Tattoo,Legs Tattoo,Glasses,Face Tattoo,Forehead Tattoo,Mustache,Chain
ETH,2613,https://ik.imagekit.io/xanalia/breaking-down/v9/0316.png,Phoenix,60,51,76,45,54,71,357,Almond,Slight Rounded - Dark Brown,Crystal - Jade Green,Flat - Almond,Long Spikes - Dark Brown,Candied Toffees,,,Ban - Red,Casual Sneakers,,,Inferno,Wave Kunai,Straight Line - Golden Black,Pointy Round,,,
ETH,2614,https://ik.imagekit.io/xanalia/breaking-down/v13/0217.png,Infiltrator,70,41,72,49,60,65,357,Sienna,Wide Flat Edge - Black,Medallion - Ice Grey,Round Flat - Sienna,Decent - Black,Nude Creme,,,Lida - Red,Sneakers High,Thin Curve,,,,,,,,
ETH,2615,https://ik.imagekit.io/xanalia/breaking-down/v14/0088.png,Phoenix,55,56,61,60,67,58,357,Almond,Narrow Rounded - Dark Brown,Natural - Ice Grey,Sleepy - Almond,Decent - Dark Brown,Candied Toffees,Neo-G - Navy Blue and Black,Neo-P - Yellowish Green and Black,,,,,,Polyzig,,,,,
ETH,2616,https://ik.imagekit.io/xanalia/breaking-down/v6/0331.png,Killer,74,37,90,31,68,57,357,Golden Brown,Low Curved - Pale Brown,Mermaid - Hazel Brown,Flat - Golden Brown,Spikes - Pale Brown,Chocolate Berries,,,Urita - Velvet Maroon,Run Strip,,,Dragon,,,Pointy Round,,,
ETH,2617,https://ik.imagekit.io/xanalia/breaking-down/v3/0030.png,Juggernaut,56,55,60,61,68,55,355,Burgundy,Narrow Rounded - Pastel Brown,Natural - Ice Grey,Focused - Burgundy,Full Slicked Back - Pastel Brown,Rasp Wicked,Dark Combat - Yellow and Black,Neo-PW - Red and White,,,,,ZigZag,,,,,,
ETH,2618,https://ik.imagekit.io/xanalia/breaking-down/v4/0144.png,Rogue,65,46,67,54,77,48,357,Ivory,Medium Flat - Brownish Orange,Natural - Hazel,Wave Rounded - Ivory,Front Waves - Brownish Orange,Teddy Bear,Neo-G - Yellow and Black,Thin Strip - Black and White,,,,,,,,,,,
ETH,2619,https://ik.imagekit.io/xanalia/breaking-down/v3/0174.png,Unstoppable,61,50,57,64,69,52,353,Porcelean,Narrow Rounded - Black,Mermaid - Brown,Wave Rounded - Porcelean,Dreadlock - Black,Double Espresso,Dark Combat - Yellow and Black,Neo-P - Yellowish Green and Black,,,,,,,,,,,
ETH,2620,https://ik.imagekit.io/xanalia/breaking-down/v12/0411.png,Phoenix,49,62,83,38,65,60,357,Almond,Curve - Dark Brown,Natural - Gemstone Green,Mid Rounded - Almond,Mid Straight - Dark Brown,Candied Toffees,,,Tornado - Blue,Capsule,,Phoenix,Inferno,Wave Kunai,Funky - Yellow,Pointy Round,,,
ETH,2621,https://ik.imagekit.io/xanalia/breaking-down/v5/0103.png,Infiltrator,70,41,68,53,56,69,357,Sienna,Thin Flat - Silver,Mermaid - Brown,Round Flat - Sienna,Spikes Top - Silver,Nude Creme,,,Satoru - Purple,Formal,Thin Curve,,,,,,,,
ETH,2622,https://ik.imagekit.io/xanalia/breaking-down/v1/0237.png,Berserker,52,59,46,75,54,67,353,Sand,Flat - Pinkish Red,Mermaid - Blue,Normal Open - Sand,Front Waves - Pinkish Red,Bronze Beauty,Neo-G - Sea green and Black,Artistic - Emrald Green and White,,,High Rounded,,,,,,,,
ETH,2623,https://ik.imagekit.io/xanalia/breaking-down/v3/0256.png,Brawler,57,54,71,50,79,46,357,Umber,Thin Rounded - Black,Mermaid - Ice Grey,Sharp - Umber,Side Straight Mid - Black,Madrid Deep,Strips - Navy Blue and Black,Artistic - Red and White,,,,Nature,,,,,,,
ETH,2624,https://ik.imagekit.io/xanalia/breaking-down/v7/0211.png,Juggernaut,61,50,65,56,73,50,355,Burgundy,Wide Flat Edge - Pale Brown,Mermaid - Hazel Brown,Thin Pointy - Burgundy,Casual - Pale Brown,Rasp Wicked,Alpha - Red and Black,W B R - Black and White,,,,,,,,,,,
ETH,2625,https://ik.imagekit.io/xanalia/breaking-down/v13/0419.png,Infiltrator,62,49,46,75,54,71,357,Sienna,Flat - Golden,Crystal - Hazel Brown,Calm Flat - Sienna,Spikes Top - Golden,Nude Creme,Strips - Orange and Black,Blazing - Cobalt Blue and Black,,,Flat Down,,,,,,,,
ETH,2626,https://ik.imagekit.io/xanalia/breaking-down/v2/0224.png,Brawler,37,74,41,80,49,76,357,Umber,Mid Wave - Pinkish Red,Crystal - Amber Brown,Low Flat - Umber,Dreadlock - Pinkish Red,Madrid Deep,Highlight - Magenta and Black,Dark Strip - Cerulean Blue and White,,,,,,,,,,,
ETH,2627,https://ik.imagekit.io/xanalia/breaking-down/v1/0165.png,Brawler,62,49,76,45,74,51,357,Umber,Narrow Rounded - Brownish Orange,Mermaid - Ice Grey,Narrow Pointy - Umber,Long Spikes - Brownish Orange,Madrid Deep,Double Dark - Navy Blue and Black,Dark Funk - Dark Brown and White,,,,,Howl,Wolf Spirit,,,,,
ETH,2628,https://ik.imagekit.io/xanalia/breaking-down/v5/0064.png,Phoenix,56,55,60,61,68,57,357,Almond,Bulky Flat - Pinkish Red,Medallion - Amber Brown,Focused - Almond,Elegant Fade - Pinkish Red,Candied Toffees,Blaze - Red and Black,Dark Strip - Hot Pink and White,,,,,,Inferno,,,,,
ETH,2629,https://ik.imagekit.io/xanalia/breaking-down/v5/0373.png,Phoenix,64,47,64,57,76,49,357,Almond,Soft Angled - Pinkish Red,Mermaid - Ice Grey,Focused - Almond,Full Slicked Back - Pinkish Red,Candied Toffees,Neo - Green and Black,Neo-P - Magenta and Black,,,,,,,,,,,
ETH,2630,https://ik.imagekit.io/xanalia/breaking-down/v1/0013.png,Infiltrator,53,58,57,64,65,60,357,Sienna,Bulky Flat - Pale Brown,Medallion - Hazel Brown,Sharp - Sienna,Mid Straight - Pale Brown,Nude Creme,Double-X - Green and Black,Edge - Dark Grey and Black,,,,,,,,,,,
ETH,2631,https://ik.imagekit.io/xanalia/breaking-down/v13/0207.png,Infiltrator,59,52,47,74,55,70,357,Sienna,Slight Flat - Pinkish Red,Medallion - Ice Grey,Innocence - Sienna,Front Spikes - Pinkish Red,Nude Creme,Dark Combat - Sea green and Black,W B R - Hot Pink and Black,,,Narrow,,,,,,,,
ETH,2632,https://ik.imagekit.io/xanalia/breaking-down/v3/0150.png,Infiltrator,71,40,65,56,73,52,357,Sienna,Flat - Bronze,Natural - Aqua,Normal Open - Sienna,Wild Spikes - Bronze,Nude Creme,Blaze - Yellow and Black,Double - Bluish Purple and White,,,High Rounded,,,,,,,,
ETH,2633,https://ik.imagekit.io/xanalia/breaking-down/v12/0161.png,Brawler,54,57,58,63,66,59,357,Umber,Wide Rounded - Black,Natural - Amber Brown,Sharp - Umber,Elegant Fade - Black,Madrid Deep,Blaze - Purple and Black,Class Gold - Cobalt Blue and Black,,,,,,,,,,,
ETH,2634,https://ik.imagekit.io/xanalia/breaking-down/v5/0215.png,Unstoppable,73,38,57,64,69,52,353,Porcelean,Flat Curve - Pastel Brown,Mermaid - Ice Grey,Round Flat - Porcelean,Mid Straight - Pastel Brown,Double Espresso,Highlight - Orange and Black,Double - Cool Grey and White,,,Thin Curve,,,,,,,,
ETH,2635,https://ik.imagekit.io/xanalia/breaking-down/v3/0333.png,Warrior,57,54,45,76,57,66,355,Pale Ivory,Thick Flat - Pastel Brown,Medallion - Emrald Green,Normal Open - Pale Ivory,Decent - Pastel Brown,Naturally Chic,Blaze - Orange and Black,Aura - Red and Black,,,High Rounded,,,,,,,,
ETH,2636,https://ik.imagekit.io/xanalia/breaking-down/v9/0421.png,Commando,59,52,63,58,71,54,357,Cacao,Thick Flat - Bronze,Medallion - Blue,Normal Open - Cacao,Side Straight Mid - Bronze,Unicorn blood,Strips - Navy Blue and Black,Twin-DR - Red and Black,,,,,,,,,,,
ETH,2637,https://ik.imagekit.io/xanalia/breaking-down/v7/0287.png,Berserker,34,77,66,55,54,67,353,Sand,Narrow Curved - Silver,Crystal - Jade Green,Confident - Sand,Long Front Wave - Silver,Bronze Beauty,,,Ban - Gray,Joggers High,,Edge,,,,,,,
ETH,2638,https://ik.imagekit.io/xanalia/breaking-down/v15/0104.png,Unstoppable,55,56,55,66,57,64,353,Porcelean,Mid Wave - Pale Brown,Natural - Ice Grey,High Flat - Porcelean,Front Waves - Pale Brown,Double Espresso,,,Nuribou - Purple,Formal,,,,,,,Fantasy,Bearded,
ETH,2639,https://ik.imagekit.io/xanalia/breaking-down/v5/0280.png,Killer,58,53,82,39,70,55,357,Golden Brown,Angry - Pastel Brown,Medallion - Ice Grey,Round Flat - Golden Brown,Casual - Pastel Brown,Chocolate Berries,,,Urita - Seal Brown,Double Capsure,,,,,,,,,
ETH,2640,https://ik.imagekit.io/xanalia/breaking-down/v15/0151.png,Brawler,45,66,73,48,61,64,357,Umber,Bulky Rounded - Pale Brown,Medallion - Blue,Normal Open - Umber,Mid Height - Pale Brown,Madrid Deep,,,Nuribou - Red,Capsule,,,,,,,,,
ETH,2641,https://ik.imagekit.io/xanalia/breaking-down/v2/0429.png,Warrior,64,47,56,65,48,75,355,Pale Ivory,Flat - Black,Crystal - Hazel Brown,Smart - Pale Ivory,Spikes Top - Black,Naturally Chic,,,Masao - Pink,Sneakers High,,,,,,,,,
ETH,2642,https://ik.imagekit.io/xanalia/breaking-down/v6/0228.png,Berserker,52,59,58,63,46,75,353,Sand,Mid Wave - Golden,Natural - Aqua,Wide Focused - Sand,Long Spikes - Golden,Bronze Beauty,,,Ban - White,Formal,Short Low,,,,,,,,
ETH,2643,https://ik.imagekit.io/xanalia/breaking-down/v9/0005.png,Juggernaut,48,63,52,69,60,63,355,Burgundy,Slight Rounded - Dark Brown,Natural - Gemstone Green,Sharp - Burgundy,Slicked Back - Dark Brown,Rasp Wicked,Highlight - Orange and Black,Dark Strip - Bluish Purple and White,,,,,,,,,,,
ETH,2644,https://ik.imagekit.io/xanalia/breaking-down/v13/0143.png,Phoenix,57,54,57,64,69,56,357,Almond,Low Curved - Dark Brown,Mermaid - Blue,Normal - Almond,Side Straight Mid - Dark Brown,Candied Toffees,Double-X - Green and Black,Bloody-R - Hot Pink and Black,,,,,,,,,,,
ETH,2645,https://ik.imagekit.io/xanalia/breaking-down/v13/0265.png,Phoenix,66,45,62,59,54,71,357,Almond,Curve - Brownish Orange,Mermaid - Hazel Brown,Thick Angled - Almond,Full Slicked Back - Brownish Orange,Candied Toffees,,,Ban - Red,Sneakers High,,,,,,,,,
ETH,2646,https://ik.imagekit.io/xanalia/breaking-down/v10/0202.png,Rogue,48,63,56,65,74,51,357,Ivory,Slight Rounded - Pale Brown,Natural - Ice Grey,Thin Confident - Ivory,Slicked Back - Pale Brown,Teddy Bear,Round Strip - Red and Black,Dark Funk - Cerulean Blue and White,,,,Edge,Wave Kunai,Polyzig,Royal Round - Black Golden,,Firestorm,,
ETH,2647,https://ik.imagekit.io/xanalia/breaking-down/v6/0192.png,Infiltrator,43,68,47,74,55,70,357,Sienna,Angry - Silver,Crystal - Jade Green,Mid Angled - Sienna,Short Wild - Silver,Nude Creme,Highlight - Neon Yellow and Black,Silver Shine - Emrald Green and Silver,,,,,,,,,,,
ETH,2648,https://ik.imagekit.io/xanalia/breaking-down/v2/0253.png,Rogue,47,64,49,72,59,66,357,Ivory,Wide Flat Edge - Dark Brown,Mermaid - Blue,Sharp - Ivory,Elegant - Dark Brown,Teddy Bear,Neo-G - Orange and Black,Silver Shine - Bluish Purple and Silver,,,,,,,,,,,
ETH,2649,https://ik.imagekit.io/xanalia/breaking-down/v13/0369.png,Commando,52,59,56,65,64,61,357,Cacao,Curve - Black,Crystal - Jade Green,Confident - Cacao,Mid Straight - Black,Unicorn blood,Neo-G - Yellow and Black,Thin Strip - Cool Grey and White,,,,,,,,,,,
ETH,2650,https://ik.imagekit.io/xanalia/breaking-down/v1/0111.png,Juggernaut,57,54,61,60,49,74,355,Burgundy,Thin Rounded - Pinkish Red,Crystal - Sterling Blue,Thick Angled - Burgundy,Mid Height - Pinkish Red,Rasp Wicked,,,Masao - Purple,Casual Sneakers,,,,,,,,,
ETH,2651,https://ik.imagekit.io/xanalia/breaking-down/v6/0338.png,Rogue,54,57,60,61,50,75,357,Ivory,Flat - Black,Mermaid - Brown,Action Ready - Ivory,Dreadlock - Black,Teddy Bear,,,Tornado - Blue Gray,Run Strip,,,,,,,,,
ETH,2652,https://ik.imagekit.io/xanalia/breaking-down/v2/0326.png,Warrior,66,45,62,59,54,69,355,Pale Ivory,Thick Flat - Brownish Orange,Mermaid - Ice Grey,Normal State - Pale Ivory,Full Slicked Back - Brownish Orange,Naturally Chic,,,Urita - Light Navy Blue,Joggers,Narrow Angled,,,,,,,,
ETH,2653,https://ik.imagekit.io/xanalia/breaking-down/v14/0170.png,Berserker,54,57,60,61,48,73,353,Sand,Thin Flat - Bronze,Crystal - Jade Green,Thick Rounded - Sand,Fat Straights - Bronze,Bronze Beauty,,,Tornado - Golden,Formal,Thin Rounded,,,,,,,,
ETH,2654,https://ik.imagekit.io/xanalia/breaking-down/v9/0014.png,Warrior,50,61,50,71,50,73,355,Pale Ivory,Bulky Rounded - Bronze,Crystal - Ice Grey,Normal State - Pale Ivory,Spikes - Bronze,Naturally Chic,Double Dark - Green and Black,Neo-P - Cool Grey and Black,,,Narrow Angled,Phoenix,Royal Dragon,Royal Dragon,,,,,
ETH,2655,https://ik.imagekit.io/xanalia/breaking-down/v13/0150.png,Commando,56,55,74,47,62,63,357,Cacao,Wide Rounded - Silver,Medallion - Hazel Brown,Normal Open - Cacao,Dreadlock Long - Silver,Unicorn blood,,,Urita - Light Navy Blue,Casual Sneakers,,,,,,,,,
ETH,2656,https://ik.imagekit.io/xanalia/breaking-down/v4/0113.png,Unstoppable,47,64,73,48,55,66,353,Porcelean,Point Flat Bulky - Bronze,Mermaid - Blue,Calm - Porcelean,Mid Straight - Bronze,Double Espresso,,,Tornado - Blue Gray,Sneakers,Low Flat,Fairy,,Wolf Spirit,,,,,
ETH,2657,https://ik.imagekit.io/xanalia/breaking-down/v12/0227.png,Unstoppable,79,32,63,58,75,46,353,Porcelean,Curve - Silver,Mermaid - Hazel Brown,Round Flat - Porcelean,Spikes Top - Silver,Double Espresso,Neo - Purple and Black,Neo-Y - Yellowish Green and Black,,,Thin Curve,,,,,,,,
ETH,2658,https://ik.imagekit.io/xanalia/breaking-down/v9/0032.png,Unstoppable,57,54,43,78,55,66,353,Porcelean,Bulky Rounded - Dark Brown,Mermaid - Emrald Green,Normal Open - Porcelean,Mid Straight - Dark Brown,Double Espresso,Neo-G - Navy Blue and Black,Bloody-R - Dark Grey and Black,,,High Rounded,,,,,,,,
ETH,2659,https://ik.imagekit.io/xanalia/breaking-down/v14/0329.png,Unstoppable,53,58,59,62,67,54,353,Porcelean,Flat Curve - Pastel Brown,Medallion - Ice Grey,Calm - Porcelean,Mid Height - Pastel Brown,Double Espresso,Highlight - Orange and Black,Double - Hot Pink and White,,,Low Flat,,Royal Dragon,Ancient,,Pointy Round,,Mustache,
ETH,2660,https://ik.imagekit.io/xanalia/breaking-down/v4/0227.png,Warrior,70,41,50,71,62,61,355,Pale Ivory,Mid Bulky Flat - Dark Brown,Mermaid - Hazel Brown,Normal State - Pale Ivory,Front Spikes - Dark Brown,Naturally Chic,Strips - Sea green and Black,Blazing - Cool Grey and Black,,,Narrow Angled,,,,,,,,
ETH,2661,https://ik.imagekit.io/xanalia/breaking-down/v6/0027.png,Killer,57,54,77,44,53,72,357,Golden Brown,Extra Wide Flat Edge - Bronze,Natural - Gemstone Green,Confident - Golden Brown,Side Straight - Bronze,Chocolate Berries,,,3 Piece Suite - Red,Sporty,,,Wolf Spirit,Royal Dragon,,,,,
ETH,2662,https://ik.imagekit.io/xanalia/breaking-down/v2/0311.png,Infiltrator,42,69,44,77,52,73,357,Sienna,Mid Flat - Bronze,Natural - Ice Grey,Calm - Sienna,Slicked Right - Bronze,Nude Creme,Highlight - Purple and Black,W B R - Hot Pink and Black,,,Low Flat,,,,,,,,
ETH,2663,https://ik.imagekit.io/xanalia/breaking-down/v15/0098.png,Infiltrator,54,57,68,53,56,69,357,Sienna,Flat - Black,Medallion - Emrald Green,Thin Confident - Sienna,Side Straight - Black,Nude Creme,,,Nuribou - Red,Funky,,,,,,,,,
ETH,2664,https://ik.imagekit.io/xanalia/breaking-down/v7/0202.png,Rogue,73,38,57,64,67,58,357,Ivory,Thick Rounded - Black,Mermaid - Emrald Green,Normal State - Ivory,Dreadlock - Black,Teddy Bear,Neo - Magenta and Black,Edge - Yellowish Green and Black,,,Narrow Angled,,,,,,,,
ETH,2665,https://ik.imagekit.io/xanalia/breaking-down/v1/0224.png,Berserker,52,59,38,83,46,75,353,Sand,Extra Wide Flat Edge - Brownish Orange,Mermaid - Blue,Normal State - Sand,Mid Height - Brownish Orange,Bronze Beauty,Dark Combat - Purple and Black,Neo-Y - Cool Grey and Black,,,Narrow Angled,,,,,,,,
ETH,2666,https://ik.imagekit.io/xanalia/breaking-down/v9/0249.png,Warrior,69,42,55,66,47,76,355,Pale Ivory,Mid Bulky - Pastel Brown,Natural - Gemstone Green,Round Flat - Pale Ivory,Fat Straights - Pastel Brown,Naturally Chic,,,Tornado - Pink,Joggers High,Thin Curve,,,,,,,,
ETH,2667,https://ik.imagekit.io/xanalia/breaking-down/v12/0344.png,Juggernaut,50,61,72,49,64,59,355,Burgundy,Thin Rounded - Pastel Brown,Medallion - Ice Grey,Wide Focused - Burgundy,Slicked Right - Pastel Brown,Rasp Wicked,Neo-G - Navy Blue and Black,Bloody-R - Red and Black,,,,Edge,Wave Kunai,Ancient,Funky - Yellow,Pointy Round,,,Polyloop
ETH,2668,https://ik.imagekit.io/xanalia/breaking-down/v5/0408.png,Juggernaut,64,47,70,51,58,65,355,Burgundy,Soft Angled - Black,Mermaid - Ice Grey,Thick Rounded - Burgundy,Elegant Fade - Black,Rasp Wicked,,,Komeo - Light Gray,Casual Sneakers,,,,,,,,,
ETH,2669,https://ik.imagekit.io/xanalia/breaking-down/v8/0011.png,Rogue,56,55,54,67,64,61,357,Ivory,Bulky Rounded - Silver,Mermaid - Blue,Focused - Ivory,Full Slicked Back - Silver,Teddy Bear,Blaze - Red and Black,Dark Funk - Black and White,,,Thin,,,,,,,,
ETH,2670,https://ik.imagekit.io/xanalia/breaking-down/v2/0256.png,Commando,66,45,70,51,78,47,357,Cacao,Bulky Rounded - Brownish Orange,Natural - Hazel,Normal Open - Cacao,Decent - Brownish Orange,Unicorn blood,Double Dark - Orange and Black,Artistic - Magenta and White,,,,,,,,,,,
ETH,2671,https://ik.imagekit.io/xanalia/breaking-down/v12/0091.png,Unstoppable,67,44,47,74,59,62,353,Porcelean,Thick Rounded - Brownish Orange,Crystal - Amber Brown,Innocence - Porcelean,Elegant Fade - Brownish Orange,Double Espresso,Neo-G - Navy Blue and Black,Edge - Hot Pink and Black,,,Narrow,,,,,,,,
ETH,2672,https://ik.imagekit.io/xanalia/breaking-down/v10/0314.png,Killer,61,50,65,56,73,52,357,Golden Brown,Narrow Rounded - Pastel Brown,Crystal - Jade Green,Round Flat - Golden Brown,Casual - Pastel Brown,Chocolate Berries,Highlight - Magenta and Black,Bloody-R - Cool Grey and Black,,,,,,,,,,,
ETH,2673,https://ik.imagekit.io/xanalia/breaking-down/v6/0426.png,Killer,68,43,78,43,66,59,357,Golden Brown,Extra Wide Flat Edge - Pinkish Red,Medallion - Amber Brown,Mid Rounded - Golden Brown,Wild Spikes - Pinkish Red,Chocolate Berries,,,Tornado - Purple,Sneakers,,Twin Wings,Dragon,Ancient,Retro Square - Brown,Pointy Round,,,
ETH,2674,https://ik.imagekit.io/xanalia/breaking-down/v9/0286.png,Commando,50,61,54,67,62,63,357,Cacao,Mid Bulky - Golden,Crystal - Amber Brown,Mid Angled - Cacao,Side Straight - Golden,Unicorn blood,Neo - Purple and Black,Blazing - Cobalt Blue and Black,,,,,,,,,,,
ETH,2675,https://ik.imagekit.io/xanalia/breaking-down/v13/0071.png,Brawler,55,56,55,66,43,82,357,Umber,Flat Curve - Brownish Orange,Crystal - Ice Grey,Flat - Umber,Fat Straights - Brownish Orange,Madrid Deep,,,Ban - Red,Sneakers High,,,,,,,,,
ETH,2676,https://ik.imagekit.io/xanalia/breaking-down/v11/0290.png,Infiltrator,41,70,65,56,63,62,357,Sienna,Wide Flat Cut - Silver,Medallion - Amber Brown,Mid Angled - Sienna,Long Spikes - Silver,Nude Creme,Highlight - Navy Blue and Black,Thin Strip - Cerulean Blue and White,,,,Nature,,,,Pointy Round,,,
ETH,2677,https://ik.imagekit.io/xanalia/breaking-down/v11/0399.png,Rogue,46,65,68,53,58,67,357,Ivory,Thin Flat - Bronze,Crystal - Amber Brown,Thick Angled - Ivory,Mid Height - Bronze,Teddy Bear,,,Urita - Red,Thick Base,,,,,,,,,
ETH,2678,https://ik.imagekit.io/xanalia/breaking-down/v4/0014.png,Phoenix,51,60,51,70,63,62,357,Almond,Slight Rounded - Pinkish Red,Natural - Ice Grey,High Flat - Almond,Side Straight - Pinkish Red,Candied Toffees,Round Strip - Purple and Black,Thin Strip - Red and White,,,,,,,,,,,
ETH,2679,https://ik.imagekit.io/xanalia/breaking-down/v2/0374.png,Killer,60,51,64,57,72,53,357,Golden Brown,Mid Bulky Flat - Pinkish Red,Natural - Ice Grey,Thick Angled - Golden Brown,Dreadlock Long - Pinkish Red,Chocolate Berries,Highlight - Neon Yellow and Black,Neo-P - Magenta and Black,,,,,,,,,,,
ETH,2680,https://ik.imagekit.io/xanalia/breaking-down/v11/0334.png,Warrior,45,66,49,72,53,70,355,Pale Ivory,Thin Rounded - Bronze,Crystal - Amber Brown,Calm - Pale Ivory,Front Spikes - Bronze,Naturally Chic,Strips - Navy Blue and Black,Blazing - Magenta and Black,,,Low Flat,,,Wave Kunai,,,,,
ETH,2681,https://ik.imagekit.io/xanalia/breaking-down/v6/0248.png,Rogue,57,54,71,50,69,56,357,Ivory,Slight Flat - Pale Brown,Natural - Ice Grey,High Flat - Ivory,Front Waves - Pale Brown,Teddy Bear,Neo-G - Navy Blue and Black,Artistic - Bluish Purple and White,,,,,Wolf Spirit,Royal Dragon,,,,,
ETH,2682,https://ik.imagekit.io/xanalia/breaking-down/v5/0054.png,Unstoppable,71,40,51,70,43,78,353,Porcelean,Mid Bulky - Golden,Medallion - Amber Brown,Thin Pointy - Porcelean,Elegant - Golden,Double Espresso,,,Lida - Antique Bronze,Funky,Low Round,,,,,,,,
ETH,2683,https://ik.imagekit.io/xanalia/breaking-down/v5/0378.png,Killer,57,54,55,66,43,82,357,Golden Brown,Thick Flat - Dark Brown,Crystal - Hazel Brown,Flat - Golden Brown,Long Spikes - Dark Brown,Chocolate Berries,,,Masao - Mint,Sneakers High,,,,,,,,,
ETH,2684,https://ik.imagekit.io/xanalia/breaking-down/v9/0312.png,Unstoppable,71,40,67,54,73,48,353,Porcelean,Flat Edge - Pale Brown,Natural - Aqua,Normal Open - Porcelean,Dreadlock Long - Pale Brown,Double Espresso,Highlight - Hot Pink and Black,Blazing - Pinkish Red and Black,,,High Rounded,Leo,,Polyzig,,,,,
ETH,2685,https://ik.imagekit.io/xanalia/breaking-down/v7/0354.png,Unstoppable,66,45,62,59,74,47,353,Porcelean,Bulky Rounded - Silver,Crystal - Sterling Blue,Low Rounded - Porcelean,Fat Straights - Silver,Double Espresso,Round Strip - Green and Black,Thin Strip - Cerulean Blue and White,,,,,,,,,,,
ETH,2686,https://ik.imagekit.io/xanalia/breaking-down/v1/0090.png,Unstoppable,64,47,80,41,72,49,353,Porcelean,Curve - Pinkish Red,Medallion - Emrald Green,Wavy - Porcelean,Side Straight Mid - Pinkish Red,Double Espresso,,,Lida - Blue Dianne,Joggers,,,Inferno,,,,Nature,,
ETH,2687,https://ik.imagekit.io/xanalia/breaking-down/v15/0090.png,Rogue,61,50,63,58,53,72,357,Ivory,Narrow Curved - Golden,Natural - Aqua,Round Flat - Ivory,Mid Height - Golden,Teddy Bear,,,Nuribou - Green,Joggers,Thin Curve,,,,,,,,
ETH,2688,https://ik.imagekit.io/xanalia/breaking-down/v8/0080.png,Berserker,64,47,78,43,66,55,353,Sand,Mid Bulky Flat - Silver,Medallion - Ice Grey,Wavy - Sand,Fat Straights - Silver,Bronze Beauty,,,Satoru - Red,Run Strip,,Twin Phoenix,,,,,,,
ETH,2689,https://ik.imagekit.io/xanalia/breaking-down/v8/0283.png,Infiltrator,64,47,48,73,56,69,357,Sienna,Thick Flat - Pastel Brown,Crystal - Sterling Blue,Mid Rounded - Sienna,Mid Straight - Pastel Brown,Nude Creme,Round Strip - Yellow and Black,Double - Black and White,,,Half Round,,,,,,,,
ETH,2690,https://ik.imagekit.io/xanalia/breaking-down/v15/0057.png,Berserker,63,48,63,58,51,70,353,Sand,Slight Flat - Pastel Brown,Medallion - Emrald Green,Thick Rounded - Sand,Slicked Right - Pastel Brown,Bronze Beauty,,,Nuribou - Purple,Joggers,Thin Rounded,,,,,,,,
ETH,2691,https://ik.imagekit.io/xanalia/breaking-down/v15/0064.png,Commando,48,63,68,53,56,69,357,Cacao,Low Curved - Dark Brown,Crystal - Amber Brown,Wave Rounded - Cacao,Mid Straight - Dark Brown,Unicorn blood,,,Nuribou - Green,Thick Base,,,,,,,,,
ETH,2692,https://ik.imagekit.io/xanalia/breaking-down/v13/0328.png,Juggernaut,46,65,60,61,48,75,355,Burgundy,Flat Edge - Dark Brown,Natural - Gemstone Green,Round Flat - Burgundy,Fat Straights - Dark Brown,Rasp Wicked,,,Masao - Purple,Capsule,,,,,,,,,
ETH,2693,https://ik.imagekit.io/xanalia/breaking-down/v6/0026.png,Warrior,68,43,60,61,52,71,355,Pale Ivory,Soft Angled - Pinkish Red,Medallion - Hazel Brown,Wide Focused - Pale Ivory,Waves - Pinkish Red,Naturally Chic,,,Tornado - Golden,Slip-On,Short Low,,,,,,,,
ETH,2694,https://ik.imagekit.io/xanalia/breaking-down/v4/0018.png,Rogue,59,52,71,50,69,56,357,Ivory,Flat Edge - Dark Brown,Natural - Ice Grey,Normal Open - Ivory,Dreadlock Long - Dark Brown,Teddy Bear,Highlight - Hot Pink and Black,Neo-Y - Black,,,High Rounded,Phoenix,Howl,Royal Dragon,,,,,
ETH,2695,https://ik.imagekit.io/xanalia/breaking-down/v3/0265.png,Phoenix,56,55,72,49,46,79,357,Almond,Flat Curve - Dark Brown,Mermaid - Brown,Thick Rounded - Almond,Fat Straights - Dark Brown,Candied Toffees,,,Masao - Purple,Slip-On,,,,Wave Kunai,,Pointy Round,,,
ETH,2696,https://ik.imagekit.io/xanalia/breaking-down/v7/0413.png,Infiltrator,70,41,58,63,66,59,357,Sienna,Slight Rounded - Bronze,Crystal - Ice Grey,Low Flat - Sienna,Dreadlock - Bronze,Nude Creme,Dark Combat - Royal Blue and Black,Dark Strip - Cool Grey and White,,,Pointy Flat,,,,,,,,
ETH,2697,https://ik.imagekit.io/xanalia/breaking-down/v1/0066.png,Brawler,60,51,64,57,72,53,357,Umber,Narrow Rounded - Brownish Orange,Crystal - Amber Brown,Round Flat - Umber,Side Straight Mid - Brownish Orange,Madrid Deep,Double-X - Green and Black,Thin Strip - Black and White,,,,,,,,,,,
ETH,2698,https://ik.imagekit.io/xanalia/breaking-down/v5/0359.png,Juggernaut,45,66,49,72,57,66,355,Burgundy,Extra Wide Flat Edge - Pastel Brown,Crystal - Amber Brown,Thick Rounded - Burgundy,Elegant - Pastel Brown,Rasp Wicked,Blaze - Navy Blue and Black,Aura - Emrald Green and Black,,,,,,,,,,,
